,author,statement,source,date,target
1352,Amy Sherman,"Under the American Health Care Act ""people with pre-existing conditions are protected.""",American Action Network,"May 24, 2017",barely-true
1353,Tom Kertscher,"""Voter turnout in 2016 was reduced by approx. 200,000 votes because of WI’s photo ID laws.""",Tammy Baldwin,"May 24, 2017",barely-true
1354,Amy Sherman,"The Department of Homeland Security’s database of legal immigrants has ""never"" been ""bounced against a state’s voter rolls.""",Kris Kobach,"May 23, 2017",barely-true
1355,Chris Nichols,"California Gov. Jerry Brown has proposed ""diverting 30 percent of the funding"" from the state’s gas tax increase ""to non-road related projects like building parks and job training for felons.""",Melissa Melendez,"May 19, 2017",barely-true
1356,Jon Greenberg,"""You can see visits to Moscow made during the campaign by (Paul) Manafort and others.""",Maxine Waters,"May 19, 2017",barely-true
1357,Lauren Carroll,"""What Trump is alleged to have done is actually no different than what Barack Obama did in April last year when he made it known that he didn’t want Hillary prosecuted.""",Rush Limbaugh,"May 18, 2017",barely-true
1358,Jon Greenberg,"Says ""Karen Handel’s office budget increased a whopping 42 percent.""",DCCC,"May 17, 2017",barely-true
1359,Alison Dirr,"""We are investing more money into education than ever before in the history of Wisconsin.""",Scott Walker,"May 17, 2017",barely-true
1360,Jen Para,"""(Charter schools in Missouri) are actually failing in a greater capacity than the public school systems.""",Nate Walker,"May 13, 2017",barely-true
1361,John Kruzel,"Says James Clapper ""and virtually everyone else"" said ""there is no collusion"" in the Russia investigation findings.",Donald Trump,"May 12, 2017",barely-true
1362,Louis Jacobson,"In the House Republican health care bill, ""we’re expanding women’s access to health services by redirecting Planned Parenthood dollars to community health centers, which vastly outnumber Planned Parenthood clinics.""",Barry Loudermilk,"May 9, 2017",barely-true
1363,Chris Nichols,"The GOP health bill ""would once again allow being a rape or domestic violence victim to be a pre-existing condition.""",Judy Chu,"May 9, 2017",barely-true
1364,Tom Kertscher,"""Under ‘Trumpcare,’"" domestic violence and sexual assault ""could be considered pre-existing conditions.""",Gwen Moore,"May 9, 2017",barely-true
1365,Amy Sherman,"""We have got 20 million folks out there across this land who have told the federal government, ‘Phooey, nonsense, I’m not going to participate in your program, because it doesn’t do what I need done.’ """,Tom Price,"May 8, 2017",barely-true
1366,Lauren Carroll,"Under the House Republican health plan, sexual assault is a pre-existing condition.",Bloggers,"May 5, 2017",barely-true
1367,Jon Greenberg,"Easing school lunch regulations ""is not reducing the nutritional standards whatsoever.""",Sonny Perdue,"May 4, 2017",barely-true
1368,Will Doran,"Says the Republican plan to replace Obamacare, ""absolutely does not eliminate protections for pre-existing conditions.""",Robert Pittenger,"May 4, 2017",barely-true
1369,Anna Orso,"""Larry Krasner is the only candidate running for District Attorney who explicitly pledges to never seek the death penalty.""",Larry Krasner,"May 3, 2017",barely-true
1370,Amy Sherman,"Says of the GOP health care proposal, ""pre-existing conditions are in the bill.""",Donald Trump,"May 1, 2017",barely-true
1371,Louis Jacobson,"""The U.S. recorded its slowest economic growth in five years (2016). GDP up only 1.6%. Trade deficits hurt the economy very badly.""",Donald Trump,"April 27, 2017",barely-true
1372,Jon Greenberg,"""The single-largest expense in  over half of American households is child care.""",Ivanka Trump,"April 26, 2017",barely-true
1373,John Kruzel,"""Back when they did NATO, there was no such thing as terrorism.""",Donald Trump,"April 25, 2017",barely-true
1374,Will Doran,"""After prohibition ended, police deaths didn't reach 200 a year again until the year Nixon declared war on drugs.""",Viral image,"April 24, 2017",barely-true
1375,Dan Clark,"The conservative proposal to replace the Affordable Care Act ""lowers premiums by giving New York the freedom to end Obamacare’s costly and ridiculous rules.""",Club for Growth,"April 22, 2017",barely-true
1376,Joshua Gillin,Images show the turnout for President Donald Trump's 2017 ceremony with the New England Patriots was smaller than the team’s turnout with President Barack Obama in 2015.,New York Times,"April 20, 2017",barely-true
1377,Jon Greenberg,"""Snapchat CEO Evan Spiegel has said the app is for rich people, don't want to expand in poor countries like India and Spain.""",Viral image,"April 17, 2017",barely-true
1378,Miriam Valverde,"Says Jon Ossoff wants to ""allow illegal immigration.""",Donald Trump,"April 17, 2017",barely-true
1379,Lola Duffort,"""When public schools face increased competition, they get better and kids learn more.""",Jeb Bush,"April 17, 2017",barely-true
1380,Dan Clark,"The Keystone XL pipeline ""doesn’t even have any oil for America.""",Kirsten Gillibrand,"April 16, 2017",barely-true
1381,Jon Greenberg,"Says Al Jazeera, ""a mouthpiece for terrorists, has been paying Jon Ossoff thousands of dollars. ... What is he hiding?""",Congressional Leadership Fund,"April 13, 2017",barely-true
1382,Gary Garrison,"""For too long, Obamacare has caused high premiums and dismal coverage. ... Under Obamacare premiums in job-based coverage have increased by $3,775""",Vicky Hartzler,"April 12, 2017",barely-true
1383,Dan Clark,Two options for a new train station site in Buffalo are at Canalside,Brian Higgins,"April 9, 2017",barely-true
1384,W. Gardner,"""Seven out of ten doctors are not taking any new Medicaid patients as lower reimbursement rates make it cost-prohibitive.""",Donna Campbell,"• April 7,",barely-true
1385,Tom Kertscher,"Says Tammy Baldwin ""supported legislation allowing citizens to withhold funding for our troops.""",Restoration PAC,"April 5, 2017",barely-true
1386,Louis Jacobson,"""There was a very large infrastructure bill that was approved during the Obama administration, a trillion dollars. Nobody ever saw anything being built.""",Donald Trump,"April 4, 2017",barely-true
1387,Amy Sherman,"""Florida Sheriff: Blacks should learn to act like white people in order to stay alive.""",Bloggers,"April 2, 2017",barely-true
1388,Jon Greenberg,"""There are about as many members of the Armed Forces marching bands as there are American diplomats.""",Nicholas Burns,"March 31, 2017",barely-true
1389,Ella Nilsen,"Says there is a ""traditional 60-vote threshold for confirming Supreme Court nominees.""",Maggie Hassan,"March 31, 2017",barely-true
1390,Dave Umhoefer,"About a third of Wisconsin’s high schools ""are missing the mark of graduating young adults who are college ready,"" a ""pass rate of 66.6%.""",Lowell Holtz,"March 30, 2017",barely-true
1391,Miriam Valverde,"""Just last May, the Department of Justice inspector general found that these (‘sanctuary city’) policies also violate federal law.""",Jeff Sessions,"March 30, 2017",barely-true
1392,Jen Para,"""K-12 education is getting more money this year than they did last year. ... It is a total increase of 4.1 percent.""",Eric Greitens,"March 28, 2017",barely-true
1393,Marc Filippino,"Said Adolf Hitler and Donald Trump have both described deportations as ""a military operation.""",Brendan Reilly,"March 23, 2017",barely-true
1394,Jon Greenberg,"""There's no demonstrable evidence they (after-school programs that feed kids) are helping kids do better at school.""",Mick Mulvaney,"March 21, 2017",barely-true
1395,Amy Sherman,"Says Airbnb ""decreases real estate values and increases costs for workforce housing.""",Philip Levine,"March 20, 2017",barely-true
1396,Dan Clark,"The proposed state budget contains ""an additional tax cut for the middle class.""",Andrew Cuomo,"March 17, 2017",barely-true
1397,Will Doran,"Says Republican legislators in North Carolina raised the average teacher's pay ""by more than 15 percent in just three years.""",Phil Berger,"March 16, 2017",barely-true
1398,Allison Graves,"""What has happened since 2005? We’ve seen violent crime continuously go down"" due to Florida's ""stand your ground"" law.",Dennis Baxley,"March 16, 2017",barely-true
1399,Lauren Carroll,"The House Republican health care ""plan doesn't get rid of Medicaid expansion.""",Mick Mulvaney,"March 14, 2017",barely-true
1400,Jon Greenberg,"Says President Donald Trump's travel ban could ban Somalis ""from getting relief (from famine) through coming to the United States.""",Keith Ellison,"March 13, 2017",barely-true
1401,Tom Kertscher,"""‘TrumpCare’ would allow insurance execs to personally make millions off your health care.""",Tammy Baldwin,"March 13, 2017",barely-true
1402,Dave Umhoefer,"""Wisconsin’s graduation rates have grown to over 90 percent"" since Tony Evers became state school superintendent.",Tony Evers,"March 10, 2017",barely-true
1403,Louis Jacobson,"Under the Affordable Care Act, ""some people were gaming the system"" by paying ""for nine months of insurance, get 12 -- the other three for free.""",Greg Walden,"March 8, 2017",barely-true
1404,Lauren Carroll,"""122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield.""",Donald Trump,"March 7, 2017",barely-true
1405,Jon Greenberg,"Every dollar of foreign aid for agricultural research ""will bring $4 in trade with the countries and the United States ... generating employment back in the U.S.""",Shenggen Fan,"March 3, 2017",barely-true
1406,Miriam Valverde,"""According to data provided by the Department of Justice, the vast majority of individuals convicted of terrorism and terrorism-related offenses since 9/11 came here from outside of our country.""",Donald Trump,"March 2, 2017",barely-true
1407,Jon Greenberg,"Says his budget ""calls for one of the largest increases in national defense spending in American history.""",Donald Trump,"March 1, 2017",barely-true
1408,Allison Graves,"Says ""Donald Trump wants to eliminate overtime pay for people.""",Thomas Perez,"February 26, 2017",barely-true
1409,Aaron Sharockman,"""The National Debt in my first month went down by $12 billion.""",Donald Trump,"February 25, 2017",barely-true
1410,Anna Orso,"""Obamacare covers 24 million fewer people than it was expected to, and the projected price tag has more than doubled at $2 trillion.""","Reps. Keith Rothfus, Mike Kelly and Bill Shuster","February 24, 2017",barely-true
1411,Grace Hase,"""Over 200 of our 520 school districts did not have a single student in physics.""",Eric Greitens,"February 24, 2017",barely-true
1412,Amy Sherman,"""When the House wants to stop Enterprise Florida ... they’re hurting our rural communities.""",Rick Scott,"February 22, 2017",barely-true
1413,Joshua Gillin,"""Muslims offended that their kids have to recite national anthem.""",Bloggers,"February 21, 2017",barely-true
